HK-Android-App_Engagement,2015-10-27,2015-10-27,3.87,1551,38,1
HK-Android-App_Engagement,2015-10-26,2015-10-26,4.03,1633,34,1
HK-Android-App_Engagement,2015-10-20,2015-10-20,3.72,1441,28,
HK-Android-App_Engagement,2015-10-19,2015-10-19,9.76,2299,53,3
VN-Android-App_Engagement,2015-10-25,2015-10-25,0.01,37,1,
HK-Android-App_Engagement,2015-10-21,2015-10-21,3.2,1254,22,
HK-Android-App_Engagement,2015-10-22,2015-10-22,4.64,1392,39,1
HK-Android-App_Engagement,2015-10-25,2015-10-25,3.33,1258,23,1
HK-Android-App_Engagement,2015-10-24,2015-10-24,2.32,977,18,
HK-Android-App_Engagement,2015-10-23,2015-10-23,4.22,1114,39,
HK-Android-App_Engagement,2015-11-04,2015-11-04,0.53,513,12,
TW-Android-App_Engagement,2015-10-19,2015-10-19,16.64,16630,371,6
TW-Android-App_Engagement,2015-11-01,2015-11-01,17.59,15452,339,1
TW-Android-App_Engagement,2015-10-31,2015-10-31,13.98,15421,307,8
TW-Android-App_Engagement,2015-10-30,2015-10-30,15.32,14462,323,8
TW-Android-App_Engagement,2015-11-02,2015-11-02,11.87,13045,293,5
TW-Android-App_Engagement,2015-11-03,2015-11-03,13.85,12924,330,7
Social_Media-HotelQuickly-Page_Likes,2015-10-20,2015-10-20,27.75,13999,961,
Social_Media-HotelQuickly-Page_Likes,2015-10-19,2015-10-19,27.75,13291,918,
TW-Android-App_Engagement,2015-11-04,2015-11-04,5.65,5245,136,2
TW-Android-App_Engagement,2015-10-29,2015-10-29,16.87,14472,299,7
TW-Android-App_Engagement,2015-10-28,2015-10-28,17.3,16501,320,7
TW-Android-App_Engagement,2015-10-22,2015-10-22,18.24,16967,350,6
TW-Android-App_Engagement,2015-10-21,2015-10-21,16.27,14834,298,6
TW-Android-App_Engagement,2015-10-20,2015-10-20,16.05,14682,269,11
TW-Android-App_Engagement,2015-10-23,2015-10-23,15.66,12760,280,7
TW-Android-App_Engagement,2015-10-24,2015-10-24,19.4,12430,263,9
TW-Android-App_Engagement,2015-10-27,2015-10-27,19.31,12791,316,13
TW-Android-App_Engagement,2015-10-26,2015-10-26,17.89,13567,285,9
TW-Android-App_Engagement,2015-10-25,2015-10-25,18.13,15995,304,9
TW-Android-Mobile_Installs,2015-10-31,2015-10-31,8.97,2548,60,12
TW-Android-Mobile_Installs,2015-11-01,2015-11-01,25.05,6630,150,29
AU-IOS-Mobile_Installs,2015-11-04,2015-11-04,5.5,1459,10,
AU-IOS-Mobile_Installs,2015-11-03,2015-11-03,5.97,1224,8,
SG-IOS-Mobile_Installs,2015-10-19,2015-10-19,30.07,6185,60,26
SG-IOS-Mobile_Installs,2015-10-20,2015-10-20,15.55,3207,27,8
SG-IOS-Mobile_Installs,2015-10-23,2015-10-23,13.03,3266,29,6
SG-IOS-Mobile_Installs,2015-10-22,2015-10-22,13.38,2537,27,7
SG-IOS-Mobile_Installs,2015-10-21,2015-10-21,12.66,3078,37,13
AU-IOS-Mobile_Installs,2015-11-02,2015-11-02,3.31,1771,6,1
AU-IOS-Mobile_Installs,2015-11-01,2015-11-01,6.38,2477,7,
AU-IOS-Mobile_Installs,2015-10-26,2015-10-26,7.24,1955,6,1
AU-IOS-Mobile_Installs,2015-10-25,2015-10-25,5.28,1346,3,
AU-IOS-Mobile_Installs,2015-10-24,2015-10-24,6.61,998,10,1
AU-IOS-Mobile_Installs,2015-10-27,2015-10-27,2.21,1111,7,
AU-IOS-Mobile_Installs,2015-10-28,2015-10-28,1.61,795,1,
AU-IOS-Mobile_Installs,2015-10-31,2015-10-31,4.02,1380,4,
AU-IOS-Mobile_Installs,2015-10-30,2015-10-30,3.52,869,4,1
AU-IOS-Mobile_Installs,2015-10-29,2015-10-29,0.57,627,0,
SG-IOS-Mobile_Installs,2015-10-24,2015-10-24,18.08,3965,24,5
SG-IOS-Mobile_Installs,2015-10-25,2015-10-25,35.81,8066,63,27
VN-IOS-Mobile_Installs,2015-10-20,2015-10-20,1.32,1707,17,
VN-IOS-Mobile_Installs,2015-10-19,2015-10-19,2.47,1797,14,4
VN-IOS-Mobile_Installs,2015-10-21,2015-10-21,2.52,2792,18,4
VN-IOS-Mobile_Installs,2015-10-22,2015-10-22,0.75,1204,14,1
VN-IOS-Mobile_Installs,2015-10-25,2015-10-25,3.9,2353,21,5
VN-IOS-Mobile_Installs,2015-10-24,2015-10-24,1.24,1613,13,4
VN-IOS-Mobile_Installs,2015-10-23,2015-10-23,1.19,1240,11,1
SG-IOS-Mobile_Installs,2015-11-04,2015-11-04,8.87,1795,20,2
SG-IOS-Mobile_Installs,2015-11-03,2015-11-03,18.14,3577,34,9
SG-IOS-Mobile_Installs,2015-10-28,2015-10-28,11.06,1826,18,5
SG-IOS-Mobile_Installs,2015-10-27,2015-10-27,15.07,3340,26,5
SG-IOS-Mobile_Installs,2015-10-26,2015-10-26,45.23,8807,58,26
SG-IOS-Mobile_Installs,2015-10-29,2015-10-29,12.53,2530,16,7
SG-IOS-Mobile_Installs,2015-10-30,2015-10-30,10.75,2118,25,8
SG-IOS-Mobile_Installs,2015-11-02,2015-11-02,18.89,4939,43,10
SG-IOS-Mobile_Installs,2015-11-01,2015-11-01,22.28,7394,37,12
SG-IOS-Mobile_Installs,2015-10-31,2015-10-31,28.44,4540,35,12
AU-IOS-Mobile_Installs,2015-10-23,2015-10-23,2.74,579,4,
AU-IOS-Mobile_Installs,2015-10-22,2015-10-22,3.08,795,5,1
"HK-IOS-Mobile_Installs ",2015-10-30,2015-10-30,1.27,281,1,
"HK-IOS-Mobile_Installs ",2015-10-29,2015-10-29,3.04,1134,10,2
"HK-IOS-Mobile_Installs ",2015-10-31,2015-10-31,1.25,303,2,
"HK-IOS-Mobile_Installs ",2015-11-01,2015-11-01,4.65,1066,5,
"HK-IOS-Mobile_Installs ",2015-11-04,2015-11-04,0.99,265,4,1
"HK-IOS-Mobile_Installs ",2015-11-03,2015-11-03,1.3,431,5,1
"HK-IOS-Mobile_Installs ",2015-11-02,2015-11-02,2.81,617,1,2
"HK-IOS-Mobile_Installs ",2015-10-28,2015-10-28,11.19,1542,25,7
"HK-IOS-Mobile_Installs ",2015-10-27,2015-10-27,10.03,1817,22,8
"HK-IOS-Mobile_Installs ",2015-10-21,2015-10-21,11.56,2718,28,10
